frequency,V0_amp,V1_amp,V2_amp,V3_amp,V4_amp,V5_amp,V6_amp,V7_amp,V8_amp,V9_amp,V10_amp,V11_amp,V12_amp,V13_amp,V14_amp,V15_amp,V16_amp,V17_amp,V18_amp,V19_amp,V20_amp,V21_amp,V22_amp,V23_amp,V24_amp,V25_amp,V26_amp,V27_amp,V28_amp,V29_amp,V30_amp,V31_amp,V32_amp,V33_amp,V34_amp,V35_amp,V36_amp,V37_amp,V38_amp,V39_amp,V40_amp
2.000000e+01,1.242987e+00,1.242994e+00,1.243002e+00,1.242993e+00,1.242986e+00,1.242992e+00,1.243009e+00,1.243032e+00,1.243031e+00,1.243021e+00,1.243011e+00,1.243029e+00,1.243066e+00,1.243101e+00,1.243087e+00,1.243087e+00,1.243119e+00,1.243214e+00,1.243188e+00,1.243260e+00,1.243171e+00,1.243075e+00,1.242997e+00,1.243037e+00,1.243056e+00,1.243018e+00,1.243000e+00,1.242991e+00,1.243039e+00,1.243241e+00,1.244407e+00,1.251661e+00,1.280408e+00,1.374859e+00,1.699531e+00,2.556696e+00,2.168018e+00,1.802150e+00,1.443815e+00,1.314006e+00,1.271205e+00
1.464946e+03,1.259240e+00,1.258876e+00,1.258431e+00,1.256640e+00,1.255374e+00,1.254857e+00,1.255867e+00,1.257109e+00,1.255718e+00,1.252635e+00,1.250847e+00,1.251072e+00,1.252807e+00,1.254092e+00,1.250702e+00,1.247901e+00,1.247339e+00,1.248531e+00,1.246513e+00,1.247458e+00,1.246340e+00,1.244535e+00,1.242976e+00,1.242605e+00,1.243125e+00,1.242830e+00,1.242564e+00,1.241466e+00,1.241449e+00,1.241003e+00,1.240665e+00,1.240724e+00,1.241055e+00,1.241569e+00,1.242025e+00,1.242181e+00,1.242373e+00,1.242437e+00,1.242669e+00,1.242761e+00,1.242779e+00
2.909892e+03,1.296916e+00,1.297559e+00,1.296221e+00,1.291203e+00,1.289006e+00,1.286452e+00,1.286637e+00,1.288578e+00,1.288202e+00,1.280455e+00,1.273962e+00,1.272159e+00,1.271176e+00,1.269446e+00,1.263431e+00,1.257778e+00,1.255487e+00,1.255887e+00,1.254471e+00,1.258601e+00,1.254017e+00,1.247731e+00,1.242887e+00,1.242003e+00,1.242525e+00,1.239665e+00,1.238083e+00,1.235852e+00,1.236274e+00,1.234559e+00,1.233620e+00,1.233712e+00,1.235603e+00,1.237011e+00,1.238843e+00,1.239723e+00,1.240331e+00,1.240795e+00,1.241560e+00,1.242100e+00,1.242072e+00
4.354838e+03,1.307618e+00,1.311047e+00,1.316251e+00,1.315448e+00,1.313527e+00,1.316125e+00,1.322101e+00,1.326682e+00,1.320488e+00,1.316041e+00,1.308457e+00,1.303644e+00,1.303340e+00,1.299513e+00,1.290718e+00,1.281615e+00,1.277055e+00,1.277106e+00,1.270641e+00,1.266091e+00,1.263633e+00,1.257617e+00,1.252392e+00,1.248495e+00,1.244547e+00,1.238161e+00,1.234855e+00,1.229248e+00,1.229311e+00,1.226035e+00,1.223732e+00,1.224432e+00,1.227302e+00,1.231060e+00,1.234970e+00,1.236621e+00,1.238199e+00,1.238801e+00,1.240421e+00,1.241482e+00,1.241622e+00
5.799784e+03,1.254016e+00,1.263963e+00,1.273652e+00,1.276542e+00,1.280695e+00,1.290888e+00,1.308295e+00,1.317527e+00,1.320628e+00,1.323041e+00,1.321000e+00,1.321591e+00,1.322017e+00,1.322964e+00,1.315593e+00,1.312450e+00,1.309090e+00,1.308401e+00,1.301332e+00,1.300602e+00,1.295818e+00,1.289802e+00,1.280073e+00,1.271622e+00,1.265973e+00,1.253671e+00,1.241771e+00,1.231957e+00,1.226872e+00,1.217850e+00,1.214156e+00,1.213854e+00,1.218053e+00,1.222895e+00,1.230759e+00,1.233887e+00,1.235782e+00,1.237745e+00,1.240735e+00,1.242479e+00,1.242812e+00
7.244730e+03,1.228998e+00,1.229801e+00,1.230287e+00,1.223212e+00,1.225142e+00,1.232445e+00,1.246163e+00,1.253460e+00,1.264614e+00,1.276064e+00,1.280828e+00,1.285606e+00,1.289485e+00,1.301583e+00,1.309955e+00,1.316354e+00,1.323110e+00,1.326503e+00,1.332129e+00,1.336144e+00,1.337682e+00,1.329040e+00,1.320715e+00,1.309690e+00,1.298031e+00,1.280427e+00,1.261549e+00,1.241806e+00,1.229898e+00,1.214160e+00,1.205684e+00,1.203507e+00,1.207554e+00,1.215316e+00,1.225411e+00,1.230387e+00,1.233717e+00,1.235709e+00,1.240391e+00,1.242880e+00,1.243916e+00
8.689676e+03,1.315796e+00,1.304058e+00,1.297253e+00,1.281761e+00,1.259627e+00,1.243720e+00,1.235134e+00,1.240468e+00,1.231192e+00,1.222888e+00,1.218500e+00,1.218747e+00,1.228639e+00,1.235624e+00,1.246185e+00,1.266531e+00,1.292908e+00,1.307048e+00,1.334939e+00,1.352086e+00,1.360678e+00,1.365855e+00,1.357875e+00,1.350533e+00,1.335738e+00,1.315048e+00,1.293889e+00,1.265355e+00,1.245602e+00,1.219220e+00,1.199498e+00,1.191420e+00,1.194362e+00,1.202022e+00,1.216412e+00,1.223351e+00,1.227193e+00,1.230088e+00,1.236416e+00,1.241192e+00,1.241875e+00
1.013462e+04,1.347104e+00,1.364979e+00,1.379193e+00,1.382119e+00,1.368322e+00,1.355372e+00,1.343416e+00,1.325845e+00,1.301453e+00,1.272514e+00,1.240169e+00,1.204483e+00,1.181446e+00,1.169710e+00,1.162254e+00,1.182923e+00,1.215097e+00,1.240819e+00,1.290219e+00,1.327930e+00,1.358536e+00,1.378090e+00,1.388492e+00,1.386564e+00,1.378256e+00,1.355378e+00,1.330209e+00,1.293861e+00,1.270044e+00,1.232683e+00,1.197483e+00,1.181058e+00,1.181014e+00,1.188841e+00,1.206114e+00,1.214176e+00,1.218773e+00,1.222445e+00,1.231166e+00,1.236217e+00,1.238253e+00
1.157957e+04,1.185157e+00,1.243965e+00,1.303454e+00,1.342480e+00,1.374652e+00,1.411492e+00,1.451877e+00,1.464536e+00,1.457337e+00,1.421923e+00,1.381733e+00,1.312016e+00,1.244114e+00,1.189327e+00,1.132436e+00,1.110551e+00,1.125588e+00,1.150630e+00,1.203444e+00,1.266410e+00,1.310192e+00,1.354578e+00,1.388217e+00,1.398753e+00,1.405705e+00,1.391902e+00,1.369330e+00,1.333056e+00,1.298377e+00,1.245343e+00,1.199764e+00,1.174672e+00,1.167065e+00,1.173398e+00,1.193941e+00,1.204238e+00,1.209194e+00,1.213924e+00,1.224385e+00,1.232431e+00,1.234253e+00
1.302451e+04,1.051441e+00,1.046500e+00,1.081426e+00,1.126114e+00,1.191380e+00,1.288410e+00,1.408123e+00,1.482054e+00,1.534631e+00,1.549995e+00,1.534996e+00,1.475120e+00,1.397598e+00,1.316394e+00,1.212170e+00,1.122233e+00,1.080223e+00,1.069628e+00,1.111303e+00,1.163326e+00,1.224879e+00,1.298334e+00,1.349914e+00,1.384330e+00,1.407291e+00,1.415924e+00,1.398898e+00,1.368296e+00,1.333650e+00,1.279176e+00,1.212177e+00,1.171105e+00,1.155315e+00,1.162577e+00,1.181666e+00,1.192753e+00,1.199114e+00,1.202872e+00,1.215185e+00,1.224424e+00,1.226293e+00
1.446946e+04,1.261490e+00,1.149394e+00,1.051923e+00,1.004183e+00,9.831258e-01,1.049279e+00,1.196208e+00,1.321720e+00,1.450563e+00,1.535384e+00,1.573193e+00,1.570946e+00,1.525145e+00,1.463687e+00,1.344898e+00,1.229505e+00,1.132666e+00,1.074602e+00,1.049674e+00,1.082675e+00,1.129760e+00,1.207612e+00,1.271419e+00,1.329972e+00,1.367830e+00,1.402172e+00,1.406778e+00,1.389406e+00,1.348113e+00,1.297262e+00,1.221484e+00,1.167811e+00,1.139690e+00,1.141381e+00,1.165294e+00,1.175842e+00,1.183395e+00,1.187040e+00,1.202775e+00,1.213614e+00,1.216879e+00
1.591441e+04,1.527074e+00,1.440972e+00,1.324202e+00,1.202027e+00,1.055777e+00,9.646420e-01,9.907420e-01,1.091058e+00,1.241393e+00,1.376335e+00,1.464938e+00,1.524246e+00,1.555350e+00,1.539211e+00,1.453119e+00,1.350499e+00,1.245042e+00,1.150915e+00,1.062443e+00,1.047420e+00,1.066470e+00,1.120855e+00,1.193652e+00,1.260539e+00,1.319245e+00,1.367016e+00,1.393369e+00,1.411130e+00,1.386544e+00,1.327138e+00,1.235685e+00,1.168710e+00,1.131396e+00,1.128607e+00,1.149401e+00,1.161030e+00,1.168039e+00,1.170835e+00,1.189303e+00,1.203266e+00,1.205559e+00
1.735935e+04,1.545606e+00,1.560171e+00,1.516028e+00,1.435518e+00,1.290255e+00,1.126717e+00,1.025845e+00,1.031544e+00,1.093582e+00,1.192486e+00,1.293885e+00,1.388674e+00,1.477137e+00,1.508187e+00,1.495087e+00,1.430303e+00,1.356448e+00,1.256492e+00,1.148633e+00,1.090449e+00,1.056468e+00,1.072217e+00,1.122534e+00,1.187326e+00,1.256450e+00,1.332545e+00,1.377978e+00,1.430762e+00,1.421100e+00,1.358274e+00,1.267644e+00,1.191452e+00,1.138652e+00,1.129780e+00,1.151320e+00,1.161981e+00,1.166333e+00,1.169103e+00,1.190553e+00,1.206730e+00,1.210343e+00
1.880430e+04,1.369455e+00,1.453890e+00,1.492666e+00,1.476734e+00,1.394694e+00,1.281684e+00,1.187668e+00,1.155632e+00,1.134606e+00,1.151560e+00,1.207616e+00,1.267052e+00,1.350967e+00,1.385709e+00,1.450335e+00,1.452507e+00,1.425822e+00,1.358709e+00,1.264762e+00,1.191727e+00,1.127959e+00,1.082374e+00,1.091620e+00,1.145899e+00,1.198228e+00,1.283791e+00,1.362197e+00,1.454912e+00,1.457204e+00,1.397548e+00,1.317045e+00,1.229760e+00,1.158817e+00,1.146310e+00,1.165278e+00,1.176681e+00,1.182301e+00,1.179938e+00,1.206221e+00,1.223697e+00,1.229665e+00
2.024924e+04,1.300353e+00,1.354070e+00,1.379187e+00,1.375007e+00,1.316211e+00,1.248367e+00,1.217403e+00,1.246783e+00,1.267956e+00,1.278307e+00,1.274025e+00,1.253323e+00,1.260858e+00,1.315992e+00,1.351782e+00,1.387472e+00,1.408117e+00,1.379222e+00,1.350005e+00,1.294614e+00,1.217942e+00,1.152605e+00,1.123821e+00,1.133300e+00,1.162635e+00,1.246202e+00,1.330167e+00,1.448933e+00,1.491375e+00,1.443811e+00,1.360653e+00,1.259114e+00,1.185090e+00,1.163828e+00,1.182525e+00,1.190530e+00,1.194461e+00,1.190975e+00,1.218419e+00,1.238363e+00,1.241070e+00
2.169419e+04,1.380984e+00,1.446251e+00,1.443138e+00,1.396929e+00,1.281140e+00,1.154339e+00,1.142788e+00,1.199974e+00,1.277898e+00,1.357852e+00,1.383434e+00,1.366573e+00,1.335237e+00,1.306410e+00,1.265216e+00,1.270671e+00,1.320244e+00,1.327836e+00,1.341120e+00,1.347585e+00,1.304022e+00,1.220959e+00,1.161483e+00,1.137536e+00,1.134160e+00,1.184713e+00,1.266324e+00,1.416123e+00,1.464599e+00,1.444950e+00,1.376461e+00,1.269772e+00,1.184683e+00,1.160704e+00,1.176528e+00,1.182996e+00,1.183781e+00,1.176295e+00,1.206379e+00,1.229495e+00,1.235653e+00
2.313914e+04,1.339827e+00,1.500980e+00,1.587594e+00,1.563911e+00,1.412566e+00,1.198441e+00,1.052015e+00,1.070203e+00,1.171109e+00,1.300482e+00,1.395908e+00,1.427310e+00,1.426929e+00,1.359835e+00,1.253772e+00,1.203877e+00,1.209392e+00,1.214902e+00,1.281525e+00,1.317723e+00,1.306474e+00,1.261984e+00,1.204271e+00,1.152975e+00,1.123325e+00,1.126516e+00,1.192594e+00,1.362193e+00,1.433324e+00,1.418023e+00,1.365262e+00,1.262781e+00,1.168570e+00,1.140439e+00,1.159071e+00,1.163540e+00,1.161033e+00,1.147080e+00,1.179771e+00,1.207479e+00,1.213604e+00
2.458408e+04,1.121105e+00,1.377411e+00,1.568323e+00,1.645884e+00,1.548470e+00,1.377940e+00,1.144263e+00,1.043608e+00,1.050578e+00,1.180385e+00,1.312250e+00,1.407700e+00,1.469488e+00,1.456248e+00,1.360073e+00,1.244366e+00,1.177320e+00,1.137393e+00,1.195145e+00,1.268439e+00,1.294625e+00,1.295263e+00,1.260488e+00,1.198003e+00,1.147676e+00,1.107113e+00,1.141531e+00,1.315124e+00,1.399199e+00,1.399271e+00,1.358509e+00,1.262311e+00,1.165012e+00,1.135327e+00,1.153901e+00,1.155457e+00,1.151616e+00,1.132760e+00,1.167172e+00,1.195499e+00,1.204055e+00
2.602903e+04,9.821443e-01,1.163379e+00,1.399454e+00,1.547386e+00,1.552549e+00,1.474663e+00,1.301798e+00,1.154891e+00,1.037871e+00,1.081752e+00,1.202205e+00,1.326839e+00,1.467186e+00,1.466915e+00,1.467486e+00,1.353776e+00,1.239393e+00,1.133644e+00,1.137405e+00,1.210242e+00,1.270583e+00,1.322007e+00,1.316907e+00,1.272800e+00,1.204113e+00,1.134218e+00,1.126648e+00,1.299505e+00,1.398313e+00,1.389929e+00,1.384769e+00,1.284596e+00,1.181547e+00,1.143058e+00,1.172631e+00,1.174323e+00,1.167790e+00,1.130191e+00,1.175687e+00,1.207422e+00,1.217060e+00
2.747397e+04,1.076780e+00,1.131979e+00,1.277293e+00,1.389501e+00,1.427958e+00,1.403328e+00,1.328361e+00,1.276697e+00,1.210959e+00,1.164689e+00,1.155504e+00,1.184563e+00,1.296423e+00,1.456171e+00,1.514110e+00,1.453451e+00,1.347834e+00,1.217012e+00,1.114377e+00,1.155297e+00,1.224433e+00,1.325150e+00,1.379911e+00,1.357682e+00,1.284839e+00,1.183432e+00,1.132636e+00,1.294282e+00,1.400143e+00,1.423991e+00,1.427705e+00,1.321309e+00,1.210150e+00,1.173597e+00,1.204581e+00,1.205364e+00,1.191534e+00,1.156900e+00,1.192753e+00,1.229336e+00,1.240902e+00
2.891892e+04,1.150909e+00,1.236359e+00,1.358977e+00,1.417339e+00,1.351935e+00,1.268151e+00,1.260889e+00,1.269249e+00,1.279304e+00,1.284273e+00,1.264058e+00,1.184458e+00,1.214937e+00,1.334404e+00,1.450113e+00,1.510861e+00,1.471905e+00,1.312960e+00,1.129000e+00,1.100492e+00,1.165528e+00,1.303947e+00,1.401129e+00,1.410112e+00,1.343614e+00,1.222727e+00,1.122370e+00,1.270013e+00,1.391373e+00,1.433126e+00,1.442904e+00,1.332032e+00,1.218940e+00,1.185130e+00,1.209119e+00,1.215255e+00,1.205086e+00,1.151634e+00,1.198945e+00,1.239431e+00,1.249332e+00
3.036387e+04,1.006795e+00,1.224616e+00,1.474930e+00,1.574757e+00,1.472032e+00,1.262567e+00,1.095448e+00,1.106035e+00,1.237988e+00,1.370933e+00,1.390018e+00,1.254619e+00,1.143266e+00,1.166102e+00,1.301587e+00,1.470656e+00,1.527071e+00,1.397271e+00,1.167135e+00,1.056556e+00,1.079393e+00,1.222497e+00,1.368034e+00,1.421564e+00,1.374291e+00,1.237062e+00,1.099265e+00,1.209911e+00,1.331059e+00,1.394377e+00,1.425372e+00,1.297373e+00,1.186342e+00,1.151953e+00,1.199856e+00,1.205792e+00,1.188350e+00,1.130284e+00,1.170207e+00,1.210975e+00,1.218069e+00
3.180881e+04,8.298877e-01,9.827806e-01,1.407087e+00,1.663351e+00,1.655913e+00,1.444728e+00,1.093261e+00,9.383253e-01,1.042781e+00,1.324168e+00,1.462888e+00,1.389281e+00,1.198027e+00,1.070572e+00,1.114274e+00,1.332350e+00,1.500290e+00,1.432285e+00,1.219000e+00,1.059368e+00,9.908990e-01,1.111696e+00,1.291826e+00,1.391983e+00,1.379852e+00,1.240487e+00,1.074199e+00,1.134167e+00,1.272829e+00,1.344038e+00,1.396422e+00,1.270532e+00,1.140931e+00,1.098389e+00,1.171211e+00,1.176185e+00,1.154840e+00,1.079950e+00,1.123984e+00,1.161906e+00,1.173663e+00
3.325376e+04,1.015261e+00,7.542940e-01,1.127298e+00,1.525396e+00,1.714652e+00,1.653564e+00,1.317929e+00,9.767325e-01,8.521417e-01,1.154932e+00,1.420895e+00,1.484994e+00,1.349446e+00,1.133028e+00,9.860487e-01,1.151289e+00,1.424688e+00,1.439521e+00,1.310973e+00,1.108877e+00,9.615940e-01,1.004328e+00,1.209442e+00,1.359378e+00,1.391160e+00,1.261927e+00,1.066127e+00,1.088667e+00,1.213659e+00,1.307339e+00,1.368287e+00,1.249045e+00,1.104721e+00,1.069004e+00,1.150157e+00,1.162180e+00,1.137621e+00,1.052490e+00,1.092036e+00,1.139094e+00,1.153930e+00
3.469870e+04,1.389175e+00,9.281079e-01,8.534547e-01,1.198587e+00,1.540913e+00,1.729780e+00,1.596839e+00,1.256457e+00,8.577793e-01,9.522822e-01,1.299837e+00,1.553175e+00,1.554318e+00,1.340745e+00,1.037656e+00,1.024985e+00,1.315865e+00,1.428385e+00,1.433761e+00,1.255612e+00,1.028818e+00,9.314257e-01,1.149326e+00,1.360991e+00,1.433061e+00,1.352446e+00,1.119695e+00,1.070396e+00,1.197351e+00,1.309025e+00,1.428337e+00,1.281510e+00,1.104165e+00,1.073386e+00,1.170674e+00,1.189782e+00,1.160537e+00,1.059116e+00,1.098929e+00,1.143577e+00,1.168661e+00
3.614365e+04,1.527727e+00,1.287407e+00,1.011246e+00,1.003875e+00,1.212446e+00,1.542973e+00,1.722769e+00,1.538996e+00,1.130370e+00,8.923554e-01,1.097219e+00,1.485734e+00,1.703464e+00,1.601800e+00,1.257058e+00,1.010284e+00,1.192960e+00,1.382532e+00,1.551206e+00,1.446678e+00,1.188194e+00,9.348244e-01,1.106745e+00,1.381810e+00,1.530569e+00,1.493294e+00,1.218018e+00,1.081524e+00,1.202709e+00,1.348801e+00,1.524615e+00,1.371083e+00,1.150627e+00,1.102588e+00,1.225378e+00,1.254469e+00,1.224800e+00,1.110047e+00,1.132486e+00,1.201370e+00,1.211601e+00
3.758860e+04,1.291748e+00,1.352780e+00,1.366102e+00,1.296811e+00,1.127617e+00,1.212816e+00,1.531211e+00,1.586535e+00,1.395458e+00,1.104113e+00,1.002148e+00,1.252941e+00,1.645887e+00,1.741943e+00,1.533136e+00,1.166123e+00,1.082792e+00,1.242289e+00,1.593458e+00,1.619549e+00,1.397081e+00,9.971940e-01,1.038973e+00,1.329608e+00,1.555295e+00,1.607177e+00,1.352343e+00,1.120881e+00,1.198278e+00,1.361240e+00,1.612519e+00,1.456765e+00,1.187424e+00,1.117020e+00,1.260948e+00,1.300261e+00,1.273151e+00,1.147107e+00,1.179802e+00,1.226874e+00,1.261592e+00
3.903354e+04,1.064602e+00,1.046571e+00,1.349107e+00,1.554290e+00,1.435808e+00,1.200986e+00,1.177463e+00,1.302467e+00,1.385457e+00,1.345926e+00,1.174138e+00,1.035998e+00,1.354338e+00,1.594559e+00,1.639577e+00,1.383323e+00,1.073486e+00,1.035433e+00,1.449563e+00,1.624747e+00,1.512833e+00,1.088877e+00,9.520869e-01,1.198902e+00,1.464147e+00,1.607413e+00,1.412489e+00,1.120305e+00,1.128421e+00,1.283311e+00,1.621750e+00,1.479311e+00,1.173558e+00,1.071429e+00,1.243319e+00,1.304085e+00,1.272510e+00,1.119756e+00,1.144834e+00,1.219328e+00,1.230652e+00
4.047849e+04,1.372873e+00,9.289709e-01,1.009288e+00,1.380966e+00,1.553840e+00,1.504180e+00,1.203698e+00,1.028773e+00,1.108351e+00,1.370490e+00,1.394896e+00,1.120641e+00,1.069752e+00,1.300070e+00,1.545016e+00,1.521393e+00,1.246817e+00,9.617217e-01,1.212874e+00,1.524518e+00,1.546140e+00,1.190810e+00,9.320369e-01,1.042816e+00,1.327455e+00,1.549682e+00,1.421152e+00,1.144633e+00,1.048364e+00,1.168146e+00,1.599344e+00,1.484999e+00,1.153785e+00,1.014076e+00,1.205093e+00,1.278295e+00,1.252818e+00,1.093325e+00,1.114121e+00,1.164848e+00,1.202020e+00
4.192343e+04,1.593315e+00,1.292990e+00,9.503267e-01,1.047591e+00,1.353170e+00,1.625568e+00,1.581143e+00,1.218193e+00,9.015194e-01,1.211235e+00,1.484579e+00,1.422392e+00,1.163119e+00,1.078121e+00,1.341974e+00,1.560698e+00,1.492214e+00,1.103062e+00,1.050047e+00,1.393750e+00,1.536656e+00,1.329895e+00,1.029255e+00,9.845803e-01,1.200657e+00,1.505666e+00,1.469976e+00,1.230888e+00,1.057128e+00,1.103846e+00,1.629632e+00,1.553651e+00,1.191545e+00,1.001412e+00,1.207338e+00,1.296819e+00,1.276886e+00,1.102898e+00,1.118300e+00,1.186394e+00,1.200278e+00
4.336838e+04,1.369224e+00,1.449807e+00,1.338422e+00,1.181566e+00,1.045304e+00,1.416522e+00,1.791671e+00,1.605677e+00,1.076803e+00,9.802483e-01,1.357572e+00,1.612033e+00,1.481197e+00,1.169216e+00,1.124565e+00,1.498146e+00,1.670146e+00,1.344556e+00,1.035805e+00,1.249444e+00,1.466684e+00,1.430443e+00,1.205053e+00,1.045879e+00,1.121419e+00,1.431547e+00,1.521967e+00,1.408153e+00,1.172974e+00,1.072845e+00,1.694889e+00,1.666375e+00,1.274977e+00,1.015359e+00,1.230621e+00,1.351240e+00,1.333959e+00,1.134864e+00,1.150317e+00,1.216838e+00,1.256297e+00
4.481333e+04,1.078422e+00,1.161921e+00,1.463814e+00,1.546490e+00,1.225131e+00,1.101210e+00,1.548767e+00,1.643291e+00,1.333758e+00,1.013093e+00,1.105654e+00,1.464746e+00,1.650316e+00,1.447961e+00,1.114167e+00,1.268049e+00,1.601019e+00,1.467145e+00,1.152612e+00,1.138212e+00,1.280631e+00,1.391936e+00,1.327626e+00,1.168549e+00,1.090596e+00,1.280192e+00,1.463410e+00,1.548282e+00,1.279243e+00,1.002665e+00,1.676839e+00,1.709470e+00,1.325428e+00,1.006656e+00,1.227121e+00,1.372762e+00,1.366812e+00,1.151942e+00,1.151404e+00,1.229726e+00,1.259938e+00
